english,chinese,latin,french,spanish,atc
doretinel,度维A,doretinelum,dorétinel,doretinel,
piketoprofen,吡酮洛芬,piketoprofenum,pikétoprofène,piketoprofeno,
cloximate,氯克昔酯,cloximatum,cloximate,cloximato,
bupranolol,布拉洛尔,bupranololum,bupranolol,bupranolol,
dicarbine,地卡宾,dicarbinum,dicarbine,dicarbina,
palmoxiric acid,帕莫酸,acidum palmoxiricum,acide palmoxirique,ácido palmoxírico,
gliflumide,格列氟胺,gliflumidum,gliflumide,gliflumida,
nemadectin,奈马克丁,nemadectinum,némadectine,nemadectina,
cefsumide,头孢舒米,cefsumidum,cefsumide,cefsumida,
imazodan,伊马唑旦,imazodanum,imazodan,imazodán,
simlukafusp alfa,欣洛奇芙普,simlukafuspum alfa,simlukafusp alfa,simlukafusp alfa,
sermetacin,丝美辛,sermetacinum,sermétacine,sermetacina,
cloroqualone,氯喹酮,cloroqualonum,cloroqualone,clorocualona,
pivampicillin,匹氨西林,pivampicillinum,pivampicilline,pivampicilina,
colfenamate,考芬那酯,colfenamatum,colfénamate,colfenamato,
perflunafene,全氟那芬,perflunafenum,perflunafène,perflunafeno,
cetrimide,西三溴胺,cetrimidum,cétrimide,cetrimida,
flecainide,氟卡尼,flecainidum,flécaïnide,flecainida,
valperinol,戊哌醇,valperinolum,valpérinol,valperinol,
bencisteine,本司坦,bencisteinum,bencistéine,bencisteína,
azaprocin,氮丙辛,azaprocinum,azaprocine,azaprocina,
nestifylline,奈司茶碱,nestifyllinum,nestifylline,nestifilina,
tiacrilast,硫克司特,tiacrilastum,tiacrilast,tiacrilast,
azaconazole,阿扎康唑,azaconazolum,azaconazole,azaconazol,
carumonam,卡芦莫南,carumonamum,carumonam,carumonam,
methoprene,甲氧普烯,methoprenum,méthoprène,metopreno,
zinterol,净特罗,zinterolum,zintérol,zinterol,
veradoline,维拉多林,veradolinum,véradoline,veradolina,
fipexide,非哌西特,fipexidum,fipexide,fipexida,
pregabalin arenacarbil,阿那普瑞巴林,pregabalinum arenacarbilum,prégabaline arénacarbil,pregabalina arenacarbilo,
meseclazone,美西拉宗,meseclazonum,méséclazone,meseclazona,
etofamide,依托法胺,etofamidum,étofamide,etofamida,
dectaflur,氢氟酸十八烯胺,dectaflurum,dectaflur,dectafluro,
tetramethrin,四甲司林,tetramethrinum,tétraméthrine,tetrametrina,
indopanolol,吲帕洛尔,indopanololum,indopanolol,indopanolol,
ioseric acid,碘丝酸,acidum iosericum,acide iosérique,ácido iosérico,
semduramicin,生度米星,semduramicinum,semduramicine,semduramicina,
fenspiride,芬司匹利,fenspiridum,fenspiride,fenspirida,
domipizone,多米匹宗,domipizonum,domipizone,domipizona,
tulobuterol,妥洛特罗,tulobuterolum,tulobutérol,tulobuterol,
inodiftagene vixteplasmid,维米因塔基,inodiftagenum vixteplasmidum,inodiftagène vixteplasmide,inodiftagén vixteplasmida,
beloxamide,贝洛酰胺,beloxamidum,béloxamide,beloxamida,
pretiadil,普硫地尔,pretiadilum,prétiadil,pretiadil,
terlakiren,特拉吉仑,terlakirenum,térlakirène,terlakireno,
monalazone disodium,莫拉酸钠,monalazonum dinatricum,monalazone disodique,monalazona de sodio,
bretylium tosilate,托西溴苄铵,bretylii tosilas,tosilate de brétylium,tosilato de bretilio,
saletamide,沙乙酰胺,saletamidum,salétamide,saletamida,
lonigutamab ugodotin,尤格罗尼妥单抗,lonigutamabum ugodotinum,lonigutamab ugodotine,lonigutamab ugodotina,
silicristin,水飞蓟丁,silicristinum,silicristine,silicristina,
vipivotide tetraxetan,特昔维匹肽,vipivotidum tetraxetanum,vipivotide tétraxétan,vipivotida tetraxetãn,
tesimide,替西米德,tesimidum,tésimide,tesimida,
lifibrate,利贝特,lifibratum,lifibrate,lifibrato,
sopromidine,索普米定,sopromidinum,sopromidine,sopromidina,
disoxaril,二沙利,disoxarilum,disoxaril,disoxarilo,
azaquinzole,氮喹佐,azaquinzolum,azaquinzole,azaquinzol,
silidianin,水飞蓟宁,silidianinum,silidianine,silidianina,
promethazine,异丙嗪,promethazinum,prométhazine,prometazina,
delmadinone,地马孕酮,delmadinonum,delmadinone,delmadinona,
deterenol,地特诺,deterenolum,détérénol,deterenol,
sulfabenzamide,磺胺苯酰,sulfabenzamidum,sulfabenzamide,sulfabenzamida,
dextilidine,右替利定,dextilidinum,dextilidine,dextilidina,
benfosformin,苄磷福明,benfosforminum,benfosformine,benfosformina,
pramiverine,普拉维林,pramiverinum,pramivérine,pramiverina,
riboflavin,核黄素,,riboflavine,riboflavina,
flucarbril,氟卡布利,,flucarbril,flucarbrilo,
rilimogene galvacirepvec,加伐瑞莫基,rilimogenum galvacirepvecum,rilimogène galvacirépvec,rilimogén galvacirepvec,
calusterone,卡芦睾酮,calusteronum,calustérone,calusterona,
suxemerid,琥甲哌酯,suxemeridum,suxéméride,suxemerid,
aprindine,阿普林定,aprindinum,aprindine,aprindina,
tifluadom,替氟朵,tifluadomum,tifluadom,tifluadom,
fenretinide,芬维A胺,fenretinidum,fenrétinide,fenretinida,
hemoglobin betafumaril (bovine),牛倍他富血红蛋白,hemoglobinum betafumarilum (bovinum),hémoglobine bêtafumaril (bovine),hemoglobina betafumarilo (bovina),
loreclezole,氯瑞唑,loreclezolum,loréclézole,loreclezol,
tolquinzole,托喹醇,tolquinzolum,tolquinzole,tolquinzol,
xenalipin,联苯利平,xenalipinum,xénalipine,xenalipina,
benzoxonium chloride,苯佐氯铵,benzoxonii chloridum,chlorure de benzoxonium,cloruro de benzoxonio,
acetaminosalol,醋氨沙洛,,acétaminosalol,acetaminosalol,
sulfaguanole,磺胺胍诺,sulfaguanolum,sulfaguanole,sulfaguanol,
morsuximide,吗琥胺,morsuximidum,morsuximide,morsuximida,
pirbuterol,吡布特罗,pirbuterolum,pirbutérol,pirbuterol,
imoxiterol,伊莫特罗,imoxiterolum,imoxitérol,imoxiterol,
vibapapogene autoleucel,维帕基奥仑赛,vibapapogenum autoleucelum,vibapapogène autoleucel,vibapapogén autoleucel,
revenast,瑞那司特,revenastum,révénast,revenast,
cletoquine,氯托喹,cletoquinum,clétoquine,cletoquina,
isopropicillin,异丙西林,,isopropicilline,isopropicilina,
butaclamol,布他拉莫,butaclamolum,butaclamol,butaclamol,
nalotimagene carmaleucel,那基仑赛,nalotimagenum carmaleucelum,nalotimagène carmaleucel,nalotimagén carmaleucel,
drinidene,氨甲茚酮,drinidenum,drinidène,drinideno,
alminoprofen,阿明洛芬,alminoprofenum,alminoprofène,alminoprofeno,
zopolrestat,唑泊司他,zopolrestatum,zopolrestat,zopolrestat,
mafosfamide,马磷酰胺,mafosfamidum,mafosfamide,mafosfamida,
picenadol,哌西那多,picenadolum,picénadol,picenadol,
sodium gualenate,呱仑酸钠,natrii gualenas,gualénate de sodium,gualenato de sodio,
feclobuzone,苯氯布宗,feclobuzonum,féclobuzone,feclobuzona,
samrotamab vedotin,维沙马妥单抗,samrotamabum vedotinum,samrotamab védotine,samrotamab vedotina,
fentonium bromide,芬托溴铵,fentonii bromidum,bromure de fentonium,bromuro de fentonio,
mespirenone,美螺利酮,mespirenonum,mespirénone,mespirenona,
butafosfan,布他磷,butafosfanum,butafosfan,butafosfán,
eretidigene velentivec,卫兰伊太基,eretidigenum velentivecum,érétidigène vélentivec,eretidigén velentivec,
imidapril,咪达普利,imidaprilum,imidapril,imidapril,
sintropium bromide,辛托溴铵,sintropii bromidum,bromure de sintropium,bromuro de sintropio,
dazepinil,氮尼尔,dazepinilum,dazépinil,dazepinilo,
oxophenarsine,氧芬胂,oxophenarsinum,oxophénarsine,oxofenarsina,
salmefamol,沙甲胺醇,salmefamolum,salméfamol,salmefamol,
dexproxibutene,右丙昔丁烯,dexproxibutenum,dexproxibutène,dexproxibuteno,
terbuficin,特布非新,terbuficinum,terbuficine,terbuficina,
cetirizine,西替利嗪,cetirizinum,cétirizine,cetirizina,
oxepinac,奥昔平酸,oxepinacum,oxépinac,oxepinaco,
fetoxilate,非托西酯,fetoxilatum,fétoxilate,fetoxilato,
esorubicin,依索比星,esorubicinum,ésorubicine,esorubicina,
butaprost,布他前列素,butaprostum,butaprost,butaprost,
aspartame,阿司帕坦,aspartamum,aspartam,aspartamo,
econazole,益康唑,econazolum,éconazole,econazol,
tolufazepam,甲磺西泮,tolufazepamum,tolufazépam,tolufazepam,
oftasceine,奥荧光素,oftasceinum,oftascéine,oftasceína,
norletimol,诺来替酚,norletimolum,norlétimol,norletimol,
fedrilate,非屈酯,fedrilatum,fédrilate,fedrilato,
medorubicin,美多比星,medorubicinum,médorubicine,medorubicina,
disiquonium chloride,地西氯铵,disiquonii chloridum,chlorure de disiquonium,disicuonio cloruro,
liranaftate,利拉萘酯,liranaftatum,liranaftate,liranaftato,
mitozolomide,米托唑胺,mitozolomidum,mitozolomide,mitozolomida,
mitonafide,米托萘胺,mitonafidum,mitonafide,mitonafida,
misonidazole,米索硝唑,misonidazolum,misonidazole,misonidazol,
isamoxole,艾沙唑,isamoxolum,isamoxole,isamoxol,
suricainide,舒立卡尼,suricainidum,suricaïnide,suricainida,
propatylnitrate,丙帕硝酯,propatylnitratum,propatylnitrate,propatilnitrato,
calcium glubionate,葡乳醛酸钙,calcii glubionas,glubionate de calcium,glubionato de calcio,
enpiroline,恩哌罗林,enpirolinum,enpiroline,enpirolina,
adrenomedullin pegol,培阿麦度林,adrenomedullinum pegolum,adrénomedulline pégol,adrenomedulina pegol,
nocloprost,诺氯前列素,nocloprostum,nocloprost,nocloprost,
phenolphthalein,酚酞,phenolphthaleinum,phénolphtaléine,fenolftaleína,
nivimedone,尼维美酮,nivimedonum,nivimédone,nivimedona,
potassium glucaldrate,葡铝酸钾,kalii glucaldras,glucaldrate de potassium,glucaldrato de potasio,
croconazole,氯康唑,croconazolum,croconazol,croconazol,
mebrofenin,甲溴苯宁,mebrofeninum,mébrofénine,mebrofenina,
bufeniode,丁苯碘胺,bufeniodum,buféniode,bufeniodo,
estrofurate,雌呋酯,estrofuratum,estrofurate,estrofurato,
aclantate,阿克兰酯,aclantatum,aclantate,aclantato,
rilimogene glafolivec,格福瑞莫基,rilimogenum glafolivecum,rilimogène glafolivec,rilimogén glafolivec,
melphalan flufenamide,氟美法仑,melphalanum flufenamidum,melphalan flufénamide,melfalán flufenamida,
iofetamine (123i),碘[123I]非他胺,iofetaminum (123I),iofétamine (123I),iofetamina (123I),
adafenoxate,金刚芬酯,adafenoxatum,adafénoxate,adafenoxato,
sulfasuccinamide,磺胺琥珀酸,sulfasuccinamidum,sulfasuccinamide,sulfasuccinamida,
siguazodan,氰胍佐旦,siguazodanum,siguazodan,siguazodán,
moxnidazole,吗硝唑,moxnidazolum,moxnidazole,moxnidazol,
mefexamide,美非沙胺,mefexamidum,méfexamide,mefexamida,
ciltoprazine,西托哌嗪,ciltoprazinum,ciltoprazine,ciltoprazina,
decoquinate,地考喹酯,decoquinatum,décoquinate,decoquinato,
rilmazafone,利马扎封,rilmazafonum,rilmazafone,rilmazafona,
enpromate,恩普氨酯,enpromatum,enpromate,enpromato,
zimidoben,齐咪苯,zimidobenum,zimidoben,zimidobén,
mecetronium etilsulfate,乙硫美西铵,mecetronii etilsulfas,étilsulfate de mécétronium,etilsulfato de mecetronio,
camiverine,卡米维林,camiverinum,camivérine,camiverina,
secoverine,司考维林,secoverinum,sécovérine,secoverina,
zoliprofen,唑利洛芬,zoliprofenum,zoliprofène,zoliprofeno,
cirolemycin,西罗霉素,cirolemycinum,cirolémycine,cirolemicina,
mepramidil,美普地尔,mepramidilum,mépramidil,mepramidil,
auriclosene,奥立氯生,,auriclosène,auricloseno,
octreotide,奥曲肽,octreotidum,octréotide,octreotida,
unoprostone,乌诺前列酮,unoprostonum,unoprostone,unoprostona,
zenarestat,泽那司他,zenarestatum,zénarestat,zenarestat,
flufylline,氟鲁茶碱,flufyllinum,flufylline,flufilina,
oxdralazine,奥屈嗪,oxdralazinum,oxdralazine,oxdralazina,
zilantel,齐仑太尔,zilantelum,zilantel,zilantel,
denaverine,地那维林,denaverinum,dénavérine,denaverina,
ribostamycin,核糖霉素,ribostamycinum,ribostamycine,ribostamicina,
tiquizium bromide,替喹溴胺,tiquizii bromidum,bromure de tiquizium,bromuro de tiquizio,
clogestone,氯孕酮,clogestonum,clogestone,clogestona,
valproate pivoxil,丙戊匹酯,valproatum pivoxilum,valproate pivoxil,valproato de pivoxilo,
aminoethyl nitrate,氨乙硝酯,aminoethylis nitras,nitrate d'aminoéthyle,nitrato de aminoetilo,
batebulast,巴布司特,batebulastum,batébulast,batebulast,
drocinonide,羟西奈德,drocinonidum,drocinonide,drocinónida,
flotrenizine,氟曲尼嗪,flotrenizinum,flotrénizine,flotrenizina,
amikacin,阿米卡星,amikacinum,amikacine,amikacina,
morniflumate,吗尼氟酯,morniflumatum,morniflumate,morniflumato,
retlirafusp alfa,瑞拉芙普α,retlirafuspum alfa,rétlirafusp alfa,retlirafusp alfa,
forfenimex,福酚美克,forfenimexum,forfénimex,forfenimex,
piromidic acid,吡咯米酸,acidum piromidicum,acide piromidique,ácido piromídico,
sulfaclozine,磺胺氯吡嗪,sulfaclozinum,sulfaclozine,sulfaclozina,
sodium hexacyclonate,己洛酸钠,natrii hexacyclonas,hexacyclonate de sodium,hexaciclonato de sodio,
vasopressin injection,加压素注射剂,vasopressini injectio,soluté injectable de vasopressine,inyectable de vasopresina,
fletazepam,氟乙西泮,fletazepamum,flétazépam,fletazepam,
difeterol,二苯特罗,difeterolum,difétérol,difeterol,
lonidamine,氯尼达明,lonidaminum,lonidamine,lonidamina,
protizinic acid,丙替嗪酸,acidum protizinicum,acide protizinique,ácido protizínico,
flurantel,氟仑太尔,flurantelum,flurantel,flurantel,
razobazam,雷唑巴占,razobazamum,razobazam,razobazam,
trequinsin,曲喹辛,trequinsinum,tréquinsine,trequinsina,
zofenopril,佐芬普利,zofenoprilum,zofénopril,zofenopril,
fenmetramide,苯甲吗酮,,fenmétramide,fenmetramida,
carmetizide,卡美噻嗪,carmetizidum,carmétizide,carmetizida,
tibeglisene,替格列新,tibeglisenum,tibéglisène,tibegliseno,
prenoverine,普瑞维林,prenoverinum,prénovérine,prenoverina,
citenamide,西替酰胺,citenamidum,citénamide,citenamida,
exiproben,依昔罗酸,exiprobenum,exiprobène,exiprobén,
toprilidine,托普利定,toprilidinum,toprilidine,toprilidina,
pimetacin,吡美辛,pimetacinum,pimétacine,pimetacina,
amodiaquine,阿莫地喹,amodiaquinum,amodiaquine,amodiaquina,
piraxelate,吡拉酯,piraxelatum,piraxélate,piraxelato,
dimeprozan,地美丙蒽,,diméprozan,dimeprozán,
draflazine,屈氟嗪,,draflazine,draflazina,
peboctocogene camaparvovec,卡哌培可基,peboctocogenum camaparvovecum,péboctocogène camaparvovec,peboctocogén camaparvovec,
talmetoprim,酞美普林,talmetoprimum,talmétoprime,talmetoprima,
cefteram,头孢特仑,cefteramum,ceftéram,cefteram,
sulfaclorazole,磺胺氯唑,sulfaclorazolum,sulfaclorazole,sulfaclorazol,
mibolerone,米勃酮,miboleronum,mibolérone,mibolerona,
dibrospidium chloride,二溴螺氯铵,dibrospidii chloridum,chlorure de dibrospidium,cloruro de dibrospidio,
atropine methonitrate,甲硝阿托品,atropini methonitras,méthonitrate d'atropine,metonitrato de atropina,
antazoline,安他唑啉,antazolinum,antazoline,antazolina,
bucladesine,布拉地新,bucladesinum,bucladésine,bucladesina,
butropium bromide,布托溴铵,butropii bromidum,bromure de butropium,bromuro de butropio,
zylofuramine,齐洛呋胺,zylofuraminum,zylofuramine,zilofuramina,
cefivitril,头孢维曲,cefivitrilum,céfivitril,cefivitrilo,
butikacin,布替卡星,butikacinum,butikacine,butikacina,
spizofurone,螺佐呋酮,spizofuronum,spizofurone,espizofurona,
lapirium chloride,拉匹氯铵,lapirii chloridum,chlorure de lapirium,cloruro de lapirio,
tazasubrate,他扎贝特,tazasubratum,tazasubrate,tazasubrato,
calcium saccharate,糖二酸钙,calcii saccharas,saccharate de calcium,sacarato de calcio,
thiazinamium metilsulfate,甲硫噻丙铵,thiazinamii metilsulfas,métilsulfate de thiazinamium,metilsulfato de tiazinamio,
bithionoloxide,氧硫氯酚,bithionoloxidum,bithionoloxide,bitionolóxido,
camazepam,卡马西泮,camazepamum,camazépam,camazepam,
cinametic acid,桂美酸,acidum cinameticum,acide cinamétique,ácido cinamético,
bemetizide,贝美噻嗪,bemetizidum,bémétizide,bemetizida,
"zinc acetate, basic",碱式醋酸锌,zinci acetas basicum,"zinc, acétate basique de",acetato básico de zinc,
alpiropride,阿吡必利,alpiropridum,alpiropride,alpiroprida,
etoloxamine,依托洛胺,etoloxaminum,étoloxamine,etoloxamina,
clofoctol,氯福克酚,clofoctolum,clofoctol,clofoctol,
tiafibrate,硫贝特,tiafibratum,tiafibrate,tiafibrato,
allylestrenol,烯丙雌醇,,allylestrénol,alilestrenol,
tienilic acid,替尼酸,acidum tienilicum,acide tiénilique,ácido tienílico,
policresulen,聚甲酚磺醛,policresulenum,policrésulène,policresuleno,
cinepazide,桂哌齐特,cinepazidum,cinépazide,cinepazida,
ceftiolene,头孢噻林,ceftiolenum,ceftiolène,ceftioleno,
befiperide,苄非哌胺,,béfipéride,befiperida,
dimecrotic acid,地美罗酸,acidum dimecroticum,acide dimécrotique,ácido dimecrótico,
otimerate sodium,奥汞酸钠,otimeratum natricum,otimérate sodique,otimerato de sodio,
metamelfalan,美他法仑,metamelfalanum,métamelfalan,metamelfalán,
nisbuterol,尼司特罗,nisbuterolum,nisbutérol,nisbuterol,
mirzotamab clezutoclax,克米佐妥单抗,mirzotamabum clezutoclaxum,mirzotamab clezutoclax,mirzotamab clezutoclax,
trifenagrel,三苯格雷,trifenagrelum,trifénagrel,trifenagrel,
procinolol,普西洛尔,procinololum,procinolol,procinolol,
idaverine,异达维林,idaverinum,idavérine,idaverina,
valdetamide,戊地胺,valdetamidum,valdétamide,valdetamida,
acrocinonide,阿克奈德,acrocinonidum,acrocinonide,acrocinonida,
benzododecinium chloride,苯度氯铵,benzododecinii chloridum,chlorure de benzododécinium,cloruro de benzododecinio,
vindeburnol,长春布醇,vindeburnolum,vindéburnol,vindeburnol,
pretamazium iodide,普马碘铵,pretamazii iodidum,iodure de prétamazium,ioduro de pretamazio,
cinfenoac,辛芬酸,cinfenoacum,cinfénoac,cinfenoaco,
glycerol,甘油,glycerolum,glycérol,glicerol,
bipenamol,比培那醇,bipenamolum,bipénamol,bipenamol,
bisfenazone,双苯那宗,bisfenazonum,bisfénazone,bisfenazona,
ormetoprim,奥美普林,ormetoprimum,ormétoprime,ormetoprima,
lotucaine,洛土卡因,lotucainum,lotucaïne,lotucaína,
flesinoxan,氟辛克生,flesinoxanum,flésinoxan,flesinoxano,
tilsuprost,替舒前列素,tilsuprostum,tilsuprost,tilsuprost,
caramiphen,卡拉美芬,caramiphenum,caramiphène,caramifeno,
pristinamycin,普那霉素,,pristinamycine,pristinamicina,
flosatidil,氟沙地尔,flosatidilum,flosatidil,flosatidil,
tolamolol,妥拉洛尔,tolamololum,tolamolol,tolamolol,
phenylmercuric borate,硼酸苯汞,phenylhydrargyri boras,borate de phénylmercure,borato de fenilmercurio,
butinazocine,布替佐辛,butinazocinum,butinazocine,butinazocina,
ronipamil,罗尼帕米,ronipamilum,ronipamil,ronipamilo,
propyromazine bromide,溴吡马嗪,propyromazini bromidum,bromure de propyromazine,bromuro de propiromazina,
